frame,pid,proba,pred,alert,x1,y1,x2,y2
400,1,0.19077695906162262,0,0,252.64883422851562,23.71658706665039,302.110107421875,156.09864807128906
408,1,0.9229971766471863,1,0,260.800537109375,44.634361267089844,327.22540283203125,154.58688354492188
408,2,0.17251786589622498,0,0,524.1591796875,314.46990966796875,714.044189453125,479.8966369628906
424,3,0.9848870635032654,1,0,260.6476745605469,130.7360382080078,341.12481689453125,226.90032958984375
432,3,0.758199155330658,1,0,266.54144287109375,122.53731536865234,339.5700378417969,236.54710388183594
440,3,0.9748656749725342,1,0,250.880126953125,164.51422119140625,335.3572998046875,235.9097442626953
448,3,0.9789831638336182,1,0,237.12542724609375,129.2972412109375,335.67205810546875,237.6029815673828
456,3,0.9950894713401794,1,1,239.64944458007812,133.05386352539062,337.09124755859375,237.26646423339844
464,3,0.9552569389343262,1,0,239.11221313476562,138.05838012695312,336.5517883300781,236.80116271972656
472,3,0.9849027991294861,1,0,239.38417053222656,137.21742248535156,337.17510986328125,234.84078979492188
480,2,0.739181637763977,1,0,534.6128540039062,313.8279724121094,714.2882690429688,479.9066467285156
480,3,0.7794373035430908,1,0,239.7765655517578,138.20449829101562,336.9122619628906,233.93894958496094
488,3,0.9203330874443054,1,0,239.28895568847656,137.58778381347656,336.99603271484375,234.79029846191406
496,3,0.930687665939331,1,0,239.1632080078125,137.326904296875,337.18157958984375,230.45274353027344
504,3,0.9711009860038757,1,0,239.3463592529297,136.8987274169922,337.341796875,236.1703643798828
512,3,0.9904478788375854,1,0,239.45938110351562,136.60427856445312,336.92376708984375,235.18588256835938
520,3,0.9879046082496643,1,0,238.98074340820312,137.1291961669922,336.8720397949219,236.08975219726562
528,3,0.9717159271240234,1,0,239.51243591308594,137.0397186279297,336.8843994140625,235.3802490234375
536,3,0.9556832313537598,1,0,239.4392852783203,136.9136505126953,337.3055419921875,234.5331573486328
544,3,0.9958368539810181,1,0,239.59085083007812,136.83853149414062,336.7951354980469,235.14385986328125
552,3,0.9855808615684509,1,0,239.3948516845703,136.96047973632812,337.1924743652344,234.6101531982422
560,3,0.992365300655365,1,0,239.49249267578125,137.88314819335938,338.342529296875,234.7418670654297
568,3,0.9869731068611145,1,0,239.15744018554688,138.1383819580078,337.698974609375,235.8753662109375
576,3,0.8989686965942383,1,0,239.79171752929688,137.14248657226562,336.7763977050781,234.51846313476562
584,3,0.994124710559845,1,0,239.7062530517578,136.96707153320312,336.698486328125,234.6007843017578
592,3,0.9813170433044434,1,0,239.05787658691406,137.15480041503906,336.6156311035156,233.7185821533203
600,3,0.9922971129417419,1,0,239.01690673828125,136.95787048339844,336.455322265625,234.438720703125
608,3,0.995760977268219,1,0,238.9749755859375,139.50132751464844,335.2367248535156,232.50408935546875
616,3,0.9885996580123901,1,0,239.45779418945312,137.96124267578125,336.1007080078125,236.5677032470703
624,3,0.9550977349281311,1,0,239.3162841796875,137.5040283203125,336.63916015625,235.32052612304688
632,3,0.995470404624939,1,0,238.95201110839844,137.96424865722656,336.8923645019531,235.43203735351562
632,4,0.007561000529676676,0,0,15.959861755371094,8.77950668334961,43.466548919677734,116.53793334960938
640,3,0.9866766929626465,1,0,239.35107421875,137.35707092285156,336.74560546875,234.366943359375
640,4,0.16230148077011108,0,0,17.115577697753906,9.503997802734375,52.82490921020508,113.46013641357422
648,3,0.9919535517692566,1,0,239.232421875,136.8419952392578,336.9216613769531,234.3944549560547
648,4,0.0457439161837101,0,0,22.885705947875977,7.7029266357421875,54.46754837036133,113.95046997070312
656,3,0.9766481518745422,1,0,239.4110870361328,138.9946746826172,336.30828857421875,234.0576934814453
656,4,0.12567198276519775,0,0,22.36090850830078,6.2593231201171875,60.61420440673828,114.16983032226562
664,3,0.8891388177871704,1,0,239.49362182617188,137.52035522460938,336.71502685546875,233.8737030029297
664,4,0.03487775847315788,0,0,25.88932228088379,7.366218566894531,66.67203521728516,129.23287963867188
672,3,0.9639981985092163,1,0,239.38275146484375,137.12559509277344,336.4940185546875,233.3498992919922
672,4,0.7789971232414246,1,0,22.203031539916992,12.413383483886719,83.32051086425781,135.15684509277344
680,3,0.9776753783226013,1,0,239.46237182617188,136.84974670410156,336.2222595214844,233.90699768066406
680,4,0.14535626769065857,0,0,45.308143615722656,16.87386703491211,87.08885192871094,145.45249938964844
688,3,0.9928315877914429,1,0,239.18247985839844,136.81527709960938,336.9578552246094,236.07504272460938
688,4,0.06434795260429382,0,0,46.39576721191406,18.27674102783203,88.07538604736328,148.01657104492188
696,3,0.9910373687744141,1,0,239.42376708984375,136.7089385986328,336.9795227050781,235.38995361328125
696,4,0.14181971549987793,0,0,39.87352752685547,17.14108657836914,87.27837371826172,149.48538208007812
704,3,0.9758668541908264,1,0,239.35739135742188,136.76856994628906,336.6515808105469,235.88397216796875
704,4,0.04215661436319351,0,0,34.65813446044922,30.27655792236328,83.21723175048828,169.40382385253906
712,3,0.8532240390777588,1,0,239.31802368164062,136.77252197265625,336.4541015625,234.77523803710938
712,4,0.5398207902908325,1,0,27.992185592651367,39.947120666503906,80.68826293945312,135.6533660888672
720,3,0.9282543063163757,1,0,239.60064697265625,137.36610412597656,336.6133117675781,234.26206970214844
720,4,0.7448265552520752,1,0,23.553268432617188,41.11935043334961,79.89457702636719,135.430908203125
720,5,0.11086845397949219,0,0,66.53556060791016,11.103126525878906,103.90855407714844,115.9786605834961
728,3,0.9933820962905884,1,0,239.91697692871094,137.33035278320312,336.9694519042969,235.5670166015625
728,4,0.08585365861654282,0,0,24.55402183532715,39.47209167480469,75.94116973876953,167.38418579101562
728,5,0.2319498211145401,0,0,75.15033721923828,10.936500549316406,116.3711929321289,116.37020874023438
736,4,0.6237795352935791,1,0,24.522104263305664,40.8820686340332,74.81222534179688,136.8193817138672
736,5,0.5910689830780029,1,0,79.74783325195312,9.849655151367188,130.99609375,116.61834716796875
744,3,0.9787194132804871,1,0,245.43099975585938,136.65628051757812,338.8957214355469,226.31739807128906
744,4,0.15272840857505798,0,0,25.483543395996094,40.94135284423828,75.19343566894531,161.54745483398438
744,5,0.3998755216598511,0,0,85.8130874633789,8.92584228515625,133.78904724121094,117.96219635009766
752,4,0.5048415064811707,1,1,25.22136116027832,36.74784851074219,75.88025665283203,136.48731994628906
752,5,0.18394294381141663,0,0,92.87637329101562,7.138275146484375,142.65245056152344,119.37818145751953
760,4,0.098027303814888,0,0,26.132768630981445,32.55773162841797,76.57516479492188,171.04779052734375
760,5,0.13658615946769714,0,0,96.97947692871094,5.765373229980469,140.424560546875,119.19781494140625
768,4,0.7337064146995544,1,0,25.563119888305664,37.59819030761719,75.31578826904297,137.7121124267578
768,5,0.28653332591056824,0,0,96.5328598022461,6.750469207763672,148.69825744628906,119.04225158691406
776,4,0.68073570728302,1,0,8.63192367553711,38.822479248046875,76.08917999267578,172.3123779296875
776,5,0.5694183707237244,1,0,100.14617156982422,6.901531219482422,151.7239990234375,118.8125228881836
784,3,0.9682697653770447,1,0,272.92852783203125,104.21793365478516,368.6714172363281,195.1232452392578
784,4,0.49200937151908875,1,0,8.985763549804688,38.939781188964844,76.00917053222656,171.11219787597656
784,5,0.7516735792160034,1,0,100.28617858886719,6.609077453613281,151.8251495361328,118.71721649169922
792,4,0.12243577837944031,0,0,22.81947898864746,38.72918701171875,76.80709075927734,172.41981506347656
792,5,0.6063835620880127,1,0,99.83667755126953,7.465656280517578,150.88156127929688,118.9205322265625
792,6,0.45728710293769836,0,0,23.849550247192383,38.164546966552734,76.41682434082031,134.01930236816406
800,4,0.3334270715713501,0,0,16.45551109313965,39.10569763183594,77.36750030517578,170.1213836669922
800,5,0.7269912362098694,1,1,95.9648208618164,7.539585113525391,148.26229858398438,119.34459686279297
808,3,0.9248340129852295,1,0,260.4201965332031,51.649864196777344,326.1769714355469,159.2644500732422
808,4,0.2613619863986969,0,0,22.07427978515625,38.94027328491211,79.25434875488281,171.32577514648438
808,5,0.6501786708831787,1,0,92.9589614868164,8.25655746459961,145.8807373046875,119.18110656738281
808,6,0.5476598739624023,1,0,23.989683151245117,38.72380828857422,78.98631286621094,131.34710693359375
816,3,0.24085766077041626,0,0,256.41375732421875,25.04684829711914,315.72216796875,158.88848876953125
816,4,0.31396448612213135,0,0,21.30655288696289,38.909996032714844,77.60435485839844,171.86146545410156
816,5,0.7231680750846863,1,0,91.85039520263672,8.159660339355469,143.5062713623047,119.28497314453125
824,3,0.1573476940393448,0,0,238.1232147216797,10.328109741210938,304.1087341308594,149.06314086914062
824,4,0.09622453898191452,0,0,24.229385375976562,38.747440338134766,77.76573944091797,171.62112426757812
824,5,0.6617463827133179,1,0,89.75875091552734,9.430068969726562,142.83453369140625,118.0400161743164
