frame,pid,proba,pred,alert,x1,y1,x2,y2
512,4,0.7176868915557861,1,0,344.4624938964844,155.46331787109375,480.1408996582031,389.31005859375
520,4,0.8993476629257202,1,0,345.466552734375,163.3173370361328,520.33251953125,382.2437438964844
528,4,0.927770733833313,1,0,399.89776611328125,161.4810333251953,563.1340942382812,382.1816101074219
536,4,0.4636753797531128,0,0,432.08404541015625,160.24087524414062,569.6294555664062,381.98773193359375
544,4,0.06277628988027573,0,0,456.18621826171875,149.88961791992188,570.7223510742188,368.0271911621094
552,4,0.11630246043205261,0,0,457.3111267089844,141.47576904296875,568.2021484375,350.1869201660156
560,4,0.037377193570137024,0,0,436.01385498046875,132.19500732421875,559.266357421875,349.918701171875
568,4,0.23016726970672607,0,0,431.543701171875,119.81758117675781,542.718017578125,325.0043640136719
576,4,0.4073055684566498,0,0,391.16070556640625,110.77587890625,528.2847290039062,311.36712646484375
584,4,0.34287381172180176,0,0,372.7293395996094,103.96112823486328,501.6244201660156,310.4651184082031
592,4,0.5346099734306335,1,1,371.3528747558594,93.251220703125,478.0872802734375,290.96026611328125
600,4,0.2300112545490265,0,0,353.73748779296875,84.71891784667969,460.7276916503906,291.0128173828125
608,4,0.09804554283618927,0,0,350.786865234375,80.41007995605469,440.843994140625,290.1749267578125
616,4,0.1470184326171875,0,0,333.313232421875,78.08285522460938,416.7831115722656,289.4083557128906
624,4,0.8312475681304932,1,0,280.416259765625,99.87858581542969,415.23724365234375,284.36346435546875
632,4,0.9976623058319092,1,0,213.7515106201172,147.93771362304688,388.0143127441406,267.09881591796875
640,4,0.9966784715652466,1,0,205.18675231933594,144.0443572998047,375.07720947265625,249.32638549804688
648,4,0.9971517324447632,1,0,205.50778198242188,141.72793579101562,373.9266662597656,246.83697509765625
656,4,0.9937872886657715,1,0,204.56991577148438,134.5239715576172,370.5618896484375,245.97308349609375
664,4,0.9895046949386597,1,0,204.73329162597656,137.9051055908203,373.3441162109375,247.60752868652344
672,4,0.9833859801292419,1,0,205.25775146484375,136.03207397460938,370.44708251953125,248.25540161132812
680,4,0.9795956611633301,1,0,203.5514373779297,135.15623474121094,370.20733642578125,251.09779357910156
704,4,0.9868970513343811,1,0,202.754150390625,138.17681884765625,370.532958984375,246.1958770751953
712,4,0.9978271126747131,1,0,203.0314178466797,138.71578979492188,369.6112365722656,245.9524383544922
712,5,0.0,0,0,522.4498901367188,317.2071533203125,713.3468017578125,479.93060302734375
728,4,0.9903674125671387,1,0,203.8451385498047,139.85948181152344,370.4078063964844,247.6856231689453
736,4,0.9969236254692078,1,0,204.3739471435547,140.4580535888672,369.4429626464844,247.86488342285156
736,5,0.0,0,0,525.5283203125,317.85296630859375,713.2691040039062,479.91943359375
744,4,0.9887047410011292,1,0,203.0075225830078,140.15916442871094,374.29425048828125,251.55990600585938
752,4,0.9970399737358093,1,0,202.66517639160156,140.47903442382812,371.2723083496094,247.34002685546875
760,4,0.9957336783409119,1,0,203.57789611816406,140.40316772460938,370.36407470703125,249.7976531982422
760,6,0.13067103922367096,0,0,32.41007995605469,0.0,63.5555305480957,82.99097442626953
768,4,0.9961346387863159,1,0,203.6129608154297,140.6482696533203,371.3672180175781,248.23019409179688
776,4,0.995284378528595,1,0,203.5125274658203,139.96620178222656,377.1577453613281,250.7891845703125
784,4,0.9892616271972656,1,0,204.8891143798828,141.00233459472656,378.2361145019531,247.056884765625
784,6,0.18754184246063232,0,0,14.149724960327148,10.52273941040039,55.04066848754883,104.75933074951172
792,6,0.12504832446575165,0,0,25.225513458251953,10.542068481445312,61.009037017822266,111.01544952392578
800,4,0.9901997447013855,1,0,203.187744140625,140.3016815185547,370.1587829589844,250.0188446044922
800,6,0.034136317670345306,0,0,32.72968673706055,11.544479370117188,64.6175537109375,122.39785766601562
808,6,0.09959616512060165,0,0,37.70576858520508,13.357646942138672,72.92463684082031,127.554931640625
816,6,0.5199356079101562,1,0,37.334197998046875,15.065895080566406,88.78411102294922,130.57728576660156
824,4,0.9921694397926331,1,0,204.02352905273438,140.29971313476562,373.32879638671875,248.7150421142578
824,6,0.1771499663591385,0,0,47.43270492553711,16.45836639404297,96.02874755859375,144.04684448242188
824,7,0.2049451768398285,0,0,15.367223739624023,9.681861877441406,52.1173210144043,110.63111114501953
832,4,0.9924719333648682,1,0,203.0691375732422,140.56533813476562,371.4078674316406,248.98988342285156
832,6,0.10338086634874344,0,0,46.57632064819336,24.061683654785156,96.34314727783203,144.71755981445312
840,4,0.9918692111968994,1,0,203.4327850341797,140.11099243164062,372.9201354980469,248.68576049804688
840,6,0.29044458270072937,0,0,35.01906967163086,23.66876220703125,87.61184692382812,154.2183380126953
848,6,0.0689707025885582,0,0,28.11115837097168,35.55390930175781,80.9632797241211,171.17849731445312
856,4,0.9925635457038879,1,0,202.87445068359375,140.14141845703125,372.30517578125,251.20880126953125
856,6,0.2958143651485443,0,0,27.656089782714844,43.53068542480469,83.52220916748047,168.95870971679688
856,8,0.4203959107398987,0,0,58.1341438293457,9.389328002929688,98.63145446777344,101.28250122070312
864,4,0.9976619482040405,1,0,214.975341796875,140.29124450683594,369.88714599609375,248.65200805664062
864,7,0.04978238046169281,0,0,14.868816375732422,14.136646270751953,49.081844329833984,118.1705093383789
864,8,0.8158330917358398,1,0,74.65457153320312,8.77386474609375,128.1445770263672,119.90945434570312
872,4,0.9969720840454102,1,0,220.01817321777344,136.4633026123047,376.9412841796875,250.0823516845703
872,6,0.5785802602767944,1,0,18.804141998291016,38.86233901977539,73.91432189941406,134.76455688476562
872,8,0.5754481554031372,1,0,83.01663208007812,7.279964447021484,133.16287231445312,120.72089385986328
880,4,0.9882504940032959,1,0,224.10836791992188,123.20638275146484,375.31494140625,254.9662628173828
880,6,0.6150002479553223,1,0,26.098594665527344,44.53717803955078,74.9986572265625,133.736572265625
880,8,0.06055031716823578,0,0,102.5104751586914,6.538307189941406,142.38711547851562,128.7772216796875
888,4,0.971958577632904,1,0,220.30706787109375,112.03777313232422,374.62335205078125,262.84716796875
888,6,0.1872209906578064,0,0,20.031864166259766,33.57154083251953,78.82503509521484,168.84388732910156
888,8,0.36619603633880615,0,0,115.41959381103516,8.669265747070312,168.3726806640625,130.56813049316406
896,4,0.9430035948753357,1,0,230.5711212158203,120.79497528076172,373.79693603515625,258.8405456542969
896,6,0.20828750729560852,0,0,23.072845458984375,43.72877883911133,79.25643157958984,169.07192993164062
896,8,0.23625057935714722,0,0,127.56431579589844,6.903133392333984,177.28602600097656,131.21836853027344
904,4,0.8846956491470337,1,0,272.14361572265625,117.9891128540039,366.4604187011719,264.259765625
904,6,0.33317282795906067,0,0,21.029611587524414,47.182106018066406,79.45415496826172,170.00579833984375
904,8,0.37828317284584045,0,0,140.4322967529297,10.033401489257812,198.77317810058594,132.47433471679688
912,4,0.5326287150382996,1,0,304.6756896972656,122.87926483154297,395.33917236328125,268.5270690917969
912,8,0.5638283491134644,1,0,149.2963409423828,9.05782699584961,215.72544860839844,133.95396423339844
920,4,0.3704712390899658,0,0,321.4228820800781,111.48101806640625,418.2525329589844,273.46417236328125
920,6,0.22576382756233215,0,0,22.675628662109375,41.56636428833008,80.06912231445312,169.85540771484375
920,8,0.6412416696548462,1,0,173.7878875732422,6.384040832519531,225.54164123535156,133.06578063964844
928,4,0.08823888748884201,0,0,350.5640563964844,94.24038696289062,436.904052734375,290.90106201171875
928,6,0.15008994936943054,0,0,18.686874389648438,18.91281509399414,79.3752670288086,168.48818969726562
928,8,0.0444645956158638,0,0,186.43264770507812,3.981903076171875,233.31259155273438,134.3080596923828
936,4,0.05337879806756973,0,0,366.6965637207031,101.4691162109375,453.72283935546875,325.32086181640625
936,6,0.3079495429992676,0,0,21.4659423828125,45.397457122802734,80.26487731933594,170.2428741455078
936,8,0.39251649379730225,0,0,193.7108917236328,5.210277557373047,254.97605895996094,133.32249450683594
